epoch,loss
658,0.4337
659,0.6148
660,0.4372
661,0.5407
662,0.5404
663,0.4173
664,0.3967
665,0.5396
666,0.4297
667,0.4286
668,0.5406
669,0.3264
670,0.4231
671,0.4168
672,0.5323
673,0.3911
674,0.5268
675,0.3270
676,0.4116
677,0.5830
678,0.3210
679,0.3805
680,0.4548
681,0.4104
682,0.3960
683,0.3223
684,0.5021
685,0.3156
686,0.3828
687,0.5028
688,0.4599
689,0.3940
690,0.4442
691,0.3102
692,0.4033
693,0.4071
694,0.3151
695,0.3782
696,0.5057
697,0.5457
698,0.4580
699,0.5449
700,0.5997
