epoch,loss
600,0.3526
601,0.4302
602,0.3016
603,0.3226
604,0.3263
605,0.2776
606,0.3275
607,0.3278
608,0.3896
609,0.2769
610,0.2823
611,0.3086
612,0.2524
613,0.2797
614,0.2928
615,0.2927
616,0.2974
617,0.2867
618,0.3421
619,0.2320
620,0.2789
621,0.3331
622,0.2374
623,0.2715
624,0.2760
625,0.2500
626,0.2598
627,0.2268
628,0.2648
629,0.2376
630,0.2098
631,0.2129
632,0.2058
633,0.2213
634,0.1981
635,0.2753
636,0.2273
637,0.2589
638,0.2044
639,0.1892
640,0.2628
641,0.2006
642,0.1984
643,0.2410
644,0.1771
645,0.2227
646,0.1826
647,0.2146
648,0.1741
649,0.1714
650,0.1673
651,0.1721
652,0.1530
653,0.1850
654,0.1594
655,0.1946
656,0.1883
657,0.1503
658,0.1438
659,0.1350
660,0.1426
661,0.1272
662,0.1339
663,0.1304
664,0.1296
665,0.1186
666,0.1159
667,0.1531
668,0.1482
669,0.1021
670,0.1157
671,0.1048
672,0.1104
673,0.0914
674,0.1184
675,0.1074
676,0.0952
677,0.0955
678,0.1171
679,0.0964
680,0.0928
681,0.0985
682,0.0888
683,0.1085
684,0.0871
685,0.0804
686,0.0730
687,0.1189
688,0.0915
689,0.0638
690,0.0639
691,0.0912
692,0.0668
693,0.0546
694,0.0611
695,0.0789
696,0.0650
697,0.0535
698,0.0590
699,0.0645
700,0.0802
