epoch,loss
184,5.0711
185,4.9026
186,4.6584
187,4.5382
188,4.8202
189,4.4503
190,4.3515
191,4.4531
192,4.5495
193,4.2308
194,4.0817
195,4.0957
196,4.2178
197,4.1664
198,3.8096
199,3.8373
200,3.8020
201,3.7031
202,3.5322
203,3.5622
204,3.4783
205,3.7487
206,3.5160
207,3.4365
208,3.4805
209,3.4712
210,3.3781
211,3.3591
212,3.2576
213,3.1880
214,2.9023
215,3.0939
216,3.0933
217,3.1017
218,3.0600
219,2.7426
220,3.1443
221,2.7264
222,2.9273
223,3.1507
224,2.7234
225,3.0224
226,2.9155
227,2.5944
228,2.9481
229,2.8959
230,2.8476
231,2.8548
232,2.8539
233,2.8145
234,2.8578
235,2.8410
236,2.8671
237,2.6975
238,2.6954
239,2.7193
240,2.7826
241,2.5576
242,2.5439
243,2.5749
244,2.5630
245,2.4069
246,2.4637
247,2.5566
248,2.1733
249,2.3246
250,2.3066
251,2.3194
252,2.3119
253,2.2911
254,2.2877
255,2.2802
256,2.2668
257,2.1822
258,1.8779
259,2.2171
260,2.2335
261,2.0989
262,1.8042
263,2.0960
264,2.1128
265,2.0455
266,1.7165
267,2.0402
268,2.0107
269,1.9364
270,1.9401
271,1.9950
272,1.6258
273,1.9126
274,1.5605
275,1.9465
276,1.9408
277,1.8523
278,1.8465
279,1.8540
280,1.7958
281,1.7891
282,1.8225
283,1.8012
284,1.7688
285,1.3789
286,1.7660
287,1.7533
288,1.7381
289,1.7223
290,1.6674
291,1.6818
292,1.6781
293,1.6460
294,1.6706
295,1.2900
296,1.6730
297,1.6458
298,1.6045
299,1.5779
300,1.6113
301,1.5482
302,1.5409
303,1.5474
304,1.5176
305,1.5387
306,1.4847
307,1.4392
308,1.5004
309,1.4427
310,1.3841
311,1.4703
312,1.3942
313,1.4467
314,1.4425
315,1.4434
316,1.0664
317,1.3325
318,1.3081
319,1.3396
320,1.3956
321,1.3372
322,1.2844
323,1.3283
324,1.0005
325,1.3727
326,1.2789
327,1.3406
328,1.3732
329,1.2056
330,1.2911
331,1.2646
332,1.2375
333,0.9054
334,1.1663
335,1.2718
336,1.2124
337,1.1430
338,1.2027
339,0.8657
340,1.1719
341,1.0935
342,1.1699
343,1.0920
344,1.1709
345,1.1302
346,1.2044
347,1.1012
348,1.1931
349,1.0959
350,1.0147
351,0.7934
352,1.0397
353,1.0931
354,0.9900
355,1.0642
356,1.0963
357,1.0760
358,0.7369
359,0.9590
360,1.0664
361,0.9286
362,0.9377
363,1.0853
364,0.7220
365,0.8988
366,1.0562
367,0.9025
368,0.9992
369,1.0001
370,1.0095
371,0.9610
372,0.6810
373,0.9389
374,0.8512
375,0.9832
376,1.0343
377,0.8496
378,0.9443
379,0.9301
380,0.8493
381,0.6341
382,0.8376
383,0.8012
384,0.9199
385,0.9124
386,0.9613
387,0.6156
388,0.9617
389,0.8956
390,0.6077
391,0.7995
392,0.5968
393,0.8689
394,0.8704
395,0.8686
396,0.8720
397,0.8508
398,0.7731
399,0.9213
400,0.9292
401,0.9023
402,0.6993
403,0.9014
404,0.7572
405,0.5584
406,0.6865
407,0.8824
408,0.8377
409,0.8664
410,0.5453
411,0.6735
412,0.7292
413,0.7062
414,0.6635
415,0.6991
416,0.5424
417,0.6469
418,0.7070
419,0.5322
420,0.5301
421,0.6938
422,0.5219
423,0.7618
424,0.7774
425,0.6244
426,0.6810
427,0.7794
428,0.8302
429,0.6644
430,0.7525
431,0.7562
432,0.7667
433,0.7493
434,0.7522
435,0.6685
436,0.7288
437,0.6515
438,0.8071
439,0.7505
440,0.6567
441,0.7108
442,0.7982
443,0.5863
444,0.7282
445,0.4877
446,0.7254
447,0.4912
448,0.5842
449,0.4808
450,0.7189
451,0.7741
452,0.7205
453,0.4751
454,0.4723
455,0.4783
456,0.6889
457,0.6904
458,0.7095
459,0.7642
460,0.6212
461,0.7590
462,0.7632
463,0.7692
464,0.7570
465,0.7568
466,0.6763
467,0.7032
468,0.7601
469,0.6959
470,0.6982
471,0.5420
472,0.6721
473,0.6932
474,0.4510
475,0.6881
476,0.7467
477,0.6785
478,0.6544
479,0.7497
480,0.4524
481,0.6761
482,0.5840
483,0.5292
484,0.6774
485,0.6789
486,0.5811
487,0.6706
488,0.5232
489,0.6408
490,0.6414
491,0.6570
492,0.5713
493,0.5719
494,0.5688
495,0.5751
496,0.5145
497,0.7082
498,0.7066
499,0.6578
500,0.4295
501,0.6621
502,0.5053
503,0.6515
504,0.6291
505,0.5567
506,0.6243
507,0.5622
508,0.5610
509,0.5555
510,0.6418
511,0.6458
512,0.4952
513,0.5461
514,0.6885
515,0.5492
516,0.6377
517,0.6316
518,0.4869
519,0.4937
520,0.4150
521,0.6316
522,0.6311
523,0.6893
524,0.6838
525,0.4890
526,0.6267
527,0.4868
528,0.4880
529,0.5446
530,0.6444
531,0.4052
532,0.5379
533,0.6191
534,0.6453
535,0.4879
536,0.4183
537,0.6093
538,0.4015
539,0.5392
540,0.6143
541,0.6612
542,0.5239
543,0.6127
544,0.5240
545,0.5948
546,0.4024
547,0.4772
548,0.6749
549,0.3964
550,0.5830
551,0.5214
552,0.6100
553,0.6028
554,0.6454
555,0.5997
556,0.6497
557,0.5143
558,0.6638
559,0.6615
560,0.5797
561,0.3868
562,0.5844
563,0.6437
564,0.5841
565,0.6018
566,0.5938
567,0.6357
568,0.5073
569,0.4972
570,0.5566
571,0.5598
572,0.5787
573,0.4526
574,0.4907
575,0.5737
576,0.5567
577,0.4426
578,0.5728
579,0.5725
580,0.4910
581,0.5361
582,0.6249
583,0.4825
584,0.5644
585,0.5585
586,0.4346
587,0.4754
588,0.5448
589,0.4675
590,0.4689
591,0.5542
592,0.4673
593,0.3638
594,0.6167
595,0.4627
596,0.5455
597,0.4556
598,0.5370
599,0.4218
600,0.4616
601,0.4456
602,0.4478
603,0.5077
604,0.5133
605,0.5970
606,0.4481
607,0.4472
608,0.4489
609,0.5035
610,0.5959
611,0.4103
612,0.4424
613,0.4546
614,0.5102
615,0.4494
616,0.5334
617,0.5795
618,0.5588
619,0.5870
620,0.3933
621,0.4969
622,0.7065
623,0.4895
624,0.5843
625,0.5549
626,0.5275
627,0.5483
628,0.6194
629,0.6308
630,0.5624
631,0.5755
632,0.4324
633,0.4801
634,0.4776
635,0.5796
636,0.5889
637,0.4509
638,0.5454
639,0.5642
640,0.4478
641,0.4683
642,0.5401
643,0.5210
644,0.4250
645,0.6033
646,0.5947
647,0.4807
648,0.5481
649,0.4421
650,0.4438
651,0.4734
652,0.4803
653,0.5248
654,0.4948
655,0.5871
656,0.4978
657,0.4129
658,0.5218
659,0.5261
660,0.5344
661,0.5170
662,0.4547
663,0.4466
664,0.5123
665,0.5192
666,0.3379
667,0.4382
668,0.5724
669,0.4721
670,0.4817
671,0.4807
672,0.4712
673,0.4172
674,0.4223
675,0.4729
676,0.4615
677,0.4231
678,0.4115
679,0.5262
680,0.4184
681,0.4032
682,0.4069
683,0.5200
684,0.5235
685,0.4651
686,0.4681
687,0.4052
688,0.5097
689,0.3945
690,0.5036
691,0.4587
692,0.3632
693,0.3536
694,0.3702
695,0.4427
696,0.4626
697,0.3717
698,0.3022
699,0.4564
700,0.4231
