epoch,loss
276,1.4630
277,1.4311
278,1.3419
279,1.3783
280,1.0718
281,1.2917
282,1.3619
283,1.3157
284,1.3536
285,1.3193
286,0.9920
287,1.2652
288,1.3570
289,1.2608
290,1.2671
291,1.2646
292,1.2728
293,1.2969
294,1.1595
295,0.9075
296,1.2909
297,1.2206
298,1.1960
299,1.2022
300,1.2050
301,1.2143
302,1.1354
303,1.0804
304,1.0835
305,1.0523
306,1.0386
307,1.1429
308,1.1071
309,1.1132
310,1.0847
311,1.0003
312,1.0718
313,0.7468
314,1.0199
315,1.1251
316,0.9742
317,0.9515
318,0.7222
319,1.0475
320,1.0905
321,1.0544
322,0.8930
323,1.0107
324,0.9527
325,0.6766
326,1.0369
327,0.9228
328,1.0399
329,0.9239
330,0.9178
331,0.8911
332,0.8363
333,0.8023
334,0.8747
335,0.9410
336,0.9930
337,0.9056
338,0.9170
339,0.8094
340,0.8176
341,0.8148
342,0.5983
343,0.8876
344,0.7443
345,0.7796
346,0.7301
347,0.7661
348,0.8654
349,0.7578
350,0.7558
351,0.8135
352,0.8446
353,0.6981
354,0.5599
355,0.5594
356,0.8267
357,0.8095
358,0.8237
359,0.6716
360,0.7230
361,0.8655
362,0.5368
363,0.7131
364,0.7084
365,0.7911
366,0.7067
367,0.8493
368,0.6952
369,0.5211
370,0.6818
371,0.6299
372,0.8308
373,0.6814
374,0.7627
375,0.6246
376,0.7649
377,0.4984
378,0.6604
379,0.8118
380,0.5029
381,0.4936
382,0.5988
383,0.7144
384,0.6602
385,0.7124
386,0.5872
387,0.5911
388,0.6497
389,0.5773
390,0.7279
391,0.7932
392,0.6356
393,0.5707
394,0.5781
395,0.7168
396,0.5758
397,0.4671
398,0.6219
399,0.7098
400,0.5680
401,0.5549
402,0.7082
403,0.7014
404,0.6794
405,0.6943
406,0.6209
407,0.4630
408,0.6981
409,0.6035
410,0.6096
411,0.6076
412,0.6804
413,0.6865
414,0.6586
415,0.7474
416,0.4489
417,0.6855
418,0.6507
419,0.4412
420,0.7361
421,0.7342
422,0.5868
423,0.5326
424,0.6494
425,0.7367
426,0.5213
427,0.5169
428,0.5866
429,0.5860
430,0.7195
431,0.6379
432,0.5817
433,0.6586
434,0.6527
435,0.5719
436,0.5771
437,0.5041
438,0.5694
439,0.4191
440,0.5005
441,0.7204
442,0.4159
443,0.4996
444,0.6537
445,0.6426
446,0.7001
447,0.5555
448,0.6182
449,0.5550
450,0.5495
451,0.4865
452,0.6345
453,0.6353
454,0.4003
455,0.6250
456,0.4824
457,0.5398
458,0.6268
459,0.6261
460,0.6878
461,0.5372
462,0.6180
463,0.6123
464,0.6810
465,0.6170
466,0.5817
467,0.5861
468,0.6197
469,0.3865
470,0.5886
471,0.5727
472,0.5290
473,0.4640
474,0.6068
475,0.5800
476,0.6584
477,0.6717
478,0.5298
479,0.5198
480,0.6082
481,0.4475
482,0.6542
483,0.6543
484,0.5561
485,0.5130
486,0.5576
487,0.5665
488,0.5665
489,0.5857
490,0.5585
491,0.5034
492,0.4329
493,0.3667
494,0.4998
495,0.5116
496,0.5016
497,0.5735
498,0.4846
499,0.3554
500,0.4826
501,0.4827
502,0.5584
503,0.4807
504,0.4854
505,0.4147
506,0.5577
507,0.5315
508,0.5335
509,0.4037
510,0.5273
511,0.4679
512,0.4657
513,0.4045
514,0.5513
515,0.4058
516,0.4044
517,0.3382
518,0.4606
519,0.3361
520,0.3903
521,0.4437
522,0.4935
523,0.5006
524,0.5971
525,0.4379
526,0.5984
527,0.4363
528,0.5338
529,0.4333
530,0.5221
531,0.5208
532,0.3773
533,0.3741
534,0.4816
535,0.5175
536,0.4263
537,0.3615
538,0.4980
539,0.5672
540,0.5225
541,0.3575
542,0.5024
543,0.5103
544,0.3036
545,0.3092
546,0.5783
547,0.5195
548,0.4196
549,0.5837
550,0.4499
551,0.3668
552,0.5097
553,0.5097
554,0.3571
555,0.3638
556,0.3562
557,0.3526
558,0.4816
559,0.3467
560,0.3877
561,0.5496
562,0.4808
563,0.3958
564,0.3358
565,0.5350
566,0.4477
567,0.3262
568,0.5349
569,0.4453
570,0.4672
571,0.5303
572,0.5235
573,0.3099
574,0.4480
575,0.4518
576,0.4590
577,0.3517
578,0.5302
579,0.4492
580,0.4665
581,0.3461
582,0.3593
583,0.4989
584,0.5073
585,0.4252
586,0.3432
587,0.4873
588,0.3525
589,0.4262
590,0.4881
591,0.4134
592,0.3245
593,0.4092
594,0.4104
595,0.2943
596,0.4295
597,0.2559
598,0.3032
599,0.3229
600,0.3864
601,0.3918
602,0.3035
603,0.3273
604,0.3266
605,0.3936
606,0.3941
607,0.2789
608,0.3264
609,0.3012
610,0.2352
611,0.4124
612,0.3723
613,0.2970
614,0.4477
615,0.2856
616,0.3717
617,0.3914
618,0.2953
619,0.2570
620,0.2751
621,0.2664
622,0.3809
623,0.3479
624,0.2669
625,0.4097
626,0.3452
627,0.2502
628,0.2213
629,0.3636
630,0.3469
631,0.2434
632,0.2389
633,0.2371
634,0.3402
635,0.3828
636,0.3848
637,0.2986
638,0.2501
639,0.2078
640,0.3362
641,0.3003
642,0.2002
643,0.3546
644,0.2215
645,0.1877
646,0.2184
647,0.2836
648,0.2850
649,0.2749
650,0.2718
651,0.3434
652,0.2191
653,0.2047
654,0.2595
655,0.2046
656,0.2482
657,0.1932
658,0.1992
659,0.1937
660,0.1969
661,0.2495
662,0.2505
663,0.3151
664,0.1795
665,0.3310
666,0.3163
667,0.1892
668,0.3331
669,0.1995
670,0.2379
671,0.2635
672,0.2310
673,0.1842
674,0.2848
675,0.2790
676,0.2218
677,0.2822
678,0.1688
679,0.2456
680,0.1904
681,0.1771
682,0.1675
683,0.2114
684,0.2070
685,0.1568
686,0.1757
687,0.1612
688,0.1577
689,0.1548
690,0.1963
691,0.1532
692,0.1519
693,0.2198
694,0.1736
695,0.1597
696,0.1646
697,0.1856
698,0.1373
699,0.1226
700,0.1474
